org_id,org_name_norm,org_name,country,city,org_type,budget_total_received,nb_projects,latitude,longitude
AR_RED_ARGENTINA_DE_GENERO_CIENCIA_YTECNOLOGIA_d5ace34659,RED ARGENTINA DE GENERO CIENCIA YTECNOLOGIA,"RED ARGENTINA DE GENERO, CIENCIA YTECNOLOGIA",AR,Caba,REC,90000.0,1,-24.3392821,-65.380076
AR_SANATORIO_EL_CARMEN_SA_9485e12717,SANATORIO EL CARMEN SA,SANATORIO EL CARMEN SA,AR,Salta,PRC,15817.3,1,-24.7353611,-65.4115339
AR_SAPORITI_SA_a84302be8e,SAPORITI SA,SAPORITI SA,AR,Buenos Aires,PRC,0.0,1,-36.6920834755102,-56.68215319591837
AR_SILVERLOOM_SRL_672cd3a3c0,SILVERLOOM SRL,SILVERLOOM SRL,AR,Buenos Aires,PRC,0.0,1,,
AR_TADEO_CZERWENY_SA_9567fd7246,TADEO CZERWENY SA,TADEO CZERWENY SA,AR,Galvez,PRC,0.0,1,-31.648557029166664,-64.44366904166667
AR_UNIVERSIDAD_DE_BUENOS_AIRES_a3bfcbe54c,UNIVERSIDAD DE BUENOS AIRES,UNIVERSIDAD DE BUENOS AIRES,AR,Buenos Aires,HES,1201775.0,26,-34.5998446428571,-58.3731166857143
AR_UNIVERSIDAD_NACIONAL_DEL_LITORAL_e9ec0890d6,UNIVERSIDAD NACIONAL DEL LITORAL,UNIVERSIDAD NACIONAL DEL LITORAL,AR,Santa Fe,HES,447797.5,8,-31.6346852,-60.705146083868
AR_UNIVERSIDAD_NACIONAL_DEL_MAR_DEL_PLATA_50c56d6650,UNIVERSIDAD NACIONAL DEL MAR DEL PLATA,UNIVERSIDAD NACIONAL DEL MAR DEL PLATA,AR,Buenos Aires,HES,0.0,2,-37.9972825122449,-57.54636184489796
AR_UNIVERSIDAD_NACIONAL_DEL_SUR_629a59b5f3,UNIVERSIDAD NACIONAL DEL SUR,UNIVERSIDAD NACIONAL DEL SUR,AR,Bahia Blanca,HES,0.0,2,-38.7131013,-62.2612734
AR_UNIVERSIDAD_NACIONAL_DE_CORDOBA_63c16be9df,UNIVERSIDAD NACIONAL DE CORDOBA,UNIVERSIDAD NACIONAL DE CORDOBA,AR,Cordoba,HES,0.0,7,-32.0967361,-63.7940923
AR_UNIVERSIDAD_NACIONAL_DE_CUYO_ec31024bfc,UNIVERSIDAD NACIONAL DE CUYO,UNIVERSIDAD NACIONAL DE CUYO,AR,Mendoza,HES,0.0,4,-32.8915818,-68.8737731415666
AR_UNIVERSIDAD_NACIONAL_DE_GENERAL_SAN_MARTIN_e8cffb7bab,UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN,UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN,AR,San Martin Buenos Aires,HES,105437.5,10,-34.5762765,-58.5388435
AR_UNIVERSIDAD_NACIONAL_DE_GENERAL_SARMIENTO_753a2becc7,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,Universidad Nacional de General Sarmiento,AR,Los Polvorines - Provincia De Buenos Aires,HES,0.0,2,-34.5221383,-58.70003498121548
AR_UNIVERSIDAD_NACIONAL_DE_LA_PAMPA_43095cd4d2,UNIVERSIDAD NACIONAL DE LA PAMPA,UNIVERSIDAD NACIONAL DE LA PAMPA,AR,Santa Rosa,HES,0.0,1,-36.62040363578793,-64.2898407238468
AR_UNIVERSIDAD_NACIONAL_DE_LA_PATAGONIA_AUSTRAL_4d776c9cbc,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,AR,Rio Gallegos,HES,0.0,1,-51.6232921,-69.216028
AR_UNIVERSIDAD_NACIONAL_DE_LA_PATAGONIA_SAN_JUAN_BOSCO_8e9138eb6a,UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO,UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO,AR,Comodoro Rivadavia,HES,0.0,1,-45.6579232,-67.3719359
AR_UNIVERSIDAD_NACIONAL_DE_LA_PLATA_4e833f87fe,UNIVERSIDAD NACIONAL DE LA PLATA,UNIVERSIDAD NACIONAL DE LA PLATA,AR,La Plata,HES,310345.35,13,-34.8543056,-58.0803309
AR_UNIVERSIDAD_NACIONAL_DE_QUILMES_6177360662,UNIVERSIDAD NACIONAL DE QUILMES,UNIVERSIDAD NACIONAL DE QUILMES,AR,Bernal,HES,0.0,5,-34.70624985,-58.2783808108107
AR_UNIVERSIDAD_NACIONAL_DE_RIO_CUARTO_09721189ce,UNIVERSIDAD NACIONAL DE RIO CUARTO,UNIVERSIDAD NACIONAL DE RIO CUARTO,AR,Rio Cuarto,HES,78750.0,3,-33.1229868,-64.347757
AR_UNIVERSIDAD_NACIONAL_DE_SAN_JUAN_d035ea6199,UNIVERSIDAD NACIONAL DE SAN JUAN,UNIVERSIDAD NACIONAL DE SAN JUAN,AR,San Juan,HES,0.0,1,-31.537453946938776,-68.52026134285714
AR_UNIVERSIDAD_NACIONAL_DE_TRES_DEFEBRERO_1b53bf2298,UNIVERSIDAD NACIONAL DE TRES DEFEBRERO,UNIVERSIDAD NACIONAL DE TRES DEFEBRERO,AR,Buenos Aires,HES,0.0,3,-34.51413471428571,-58.49688155102041
AR_UNIVERSIDAD_TECNOLOGICA_NACIONAL_0da083c0fe,UNIVERSIDAD TECNOLOGICA NACIONAL,UNIVERSIDAD TECNOLOGICA NACIONAL,AR,Ciudad Autonoma Buenos Aires,HES,0.0,5,-34.5779362,-58.4279095524723
AR_YPF_TECNOLOGIA_SA_0d03ebaa64,YPF TECNOLOGIA SA,YPF TECNOLOGIA SA,AR,BUENOS AIRES,PRC,0.0,1,-34.605469150000005,-58.36221827777038
AT_AEE_INSTITUT_FUR_NACHHALTIGE_TECHNOLOGIEN_72eb549186,AEE INSTITUT FUR NACHHALTIGE TECHNOLOGIEN,AEE - INSTITUT FUR NACHHALTIGE TECHNOLOGIEN,AT,Gleisdorf,REC,5429889.0,12,47.1092405,15.709143287809916
AT_AFFIRIS_AG_df66dc32e7,AFFIRIS AG,AFFIRIS AG,AT,Wien,,0.0,1,48.1881549,16.40376971056492
AT_AIGNER_MANFRED_d91e7551b0,AIGNER MANFRED,AIGNER MANFRED,AT,,PRC,242250.0,1,47.07372665,15.45147668578095
AT_AMGEN_GMBH_c5c8992d8d,AMGEN GMBH,Amgen GmbH,AT,Wien,PRC,0.0,1,48.2083537,16.3725042
AT_AMT_DER_KARNTEN_LANDESREGIERUNG_d38f370038,AMT DER KARNTEN LANDESREGIERUNG,AMT DER KARNTEN LANDESREGIERUNG,AT,KLAGENFURT,PUB,53355.0,1,46.62105845,14.311504783426406
AT_AMT_DER_NIEDEROSTERREICHISCHEN_LANDESREGIERUNG_36404a2c2b,AMT DER NIEDEROSTERREICHISCHEN LANDESREGIERUNG,AMT DER NIEDEROSTERREICHISCHEN LANDESREGIERUNG,AT,St Polten,PUB,152500.0,1,48.2007809,15.633549803952413
AT_AMT_DER_STEIERMARK_LANDESREGIERUNG_8e4d9897f0,AMT DER STEIERMARK LANDESREGIERUNG,AMT DER STEIERMARK LANDESREGIERUNG,AT,GRAZ,PUB,90165.0,2,47.0692115,15.4378298
AT_AMT_DER_STEIERM_RKISCHEN_LANDESREGIERUNG_OFFICE_OF_THE_REGIO_b762fbdfaa,AMT DER STEIERM RKISCHEN LANDESREGIERUNG OFFICE OF THE REGIONAL GOVERNMENT OF STYRIA,Amt der steiermärkischen Landesregierung (Office of the Regional Government of Styria),AT,Graz-Burg,PRC,0.0,1,47.15702265,15.386726423497134
AT_ANZBOCK_RICHARD_17edddd304,ANZBOCK RICHARD,ANZBOCK RICHARD,AT,,PRC,142500.0,1,48.24592905,16.324128250766986
AT_APERTUS_ASSOCIATION_SUPPORTING_OPEN_AND_FREE_AUDIOVISUAL_MED_1b475e4be3,APERTUS ASSOCIATION SUPPORTING OPEN AND FREE AUDIOVISUAL MEDIA AND TECHNOLOGY,APERTUS - ASSOCIATION SUPPORTING OPEN AND FREE AUDIOVISUAL MEDIA AND TECHNOLOGY,AT,Wien,OTH,154000.0,1,48.1737303,16.4614875
AT_ARBEITSGEMEINSCHAFT_GEOPARK_KARAWANKEN_KARAVANKE_23dc56b617,ARBEITSGEMEINSCHAFT GEOPARK KARAWANKEN KARAVANKE,ARBEITSGEMEINSCHAFT GEOPARK KARAWANKEN-KARAVANKE,AT,Bad Eisenkappel,OTH,459375.0,1,46.487315,14.5932226
AT_ARCHE_NOAH_GESELLSCHAFT_FUR_DIE_ERHALTUNG_DER_KULTURPFLANZEN_279862184f,ARCHE NOAH GESELLSCHAFT FUR DIE ERHALTUNG DER KULTURPFLANZENVIELFALT UND IHRE ENTWICKLUNG VEREIN,ARCHE NOAH GESELLSCHAFT FUR DIE ERHALTUNG DER KULTURPFLANZENVIELFALT UND IHRE ENTWICKLUNG VEREIN,AT,Schiltern Bei Langenlois,OTH,57050.0,2,48.5169282,15.6215655
AT_AT3417032_b28aa7c2fe,FORSCHUNGS UND BERATUNGSSTELLE ARBEITSWELT,Forschungs- und Beratungsstelle Arbeitswelt,AT,WIEN,REC,220156.25,1,48.212773,16.3828507
AT_AT60489055_c404e74f9b,UFH UMWELTFORUM HAUSHALT GMBH CO KG,UFH UMWELTFORUM HAUSHALT GMBH & CO KG,AT,WIEN,PRC,0.0,1,48.2001295,16.3559159
AT_AT66278388_9bcab82f2b,EIEE GESMBH,EIEE GesmbH,AT,WIEN,PRC,35000.0,1,48.2115117,16.3626213
AT_ATU10504104_faed69479d,PRESLMAYR RECHTSANW LTE OG,Preslmayr Rechtsanwälte OG,AT,Wien,PRC,0.0,1,48.2132742,16.3618897
AT_ATU14187100_4a816901b9,VOESTALPINE RAILWAY SYSTEMS GMBH,VOESTALPINE RAILWAY SYSTEMS GMBH,AT,LEOBEN,PRC,333735.07999999996,3,47.37975485,15.059867446105734
AT_ATU14187609_b275dd5fea,RHI AG,RHI AG,AT,WIEN,PRC,0.0,1,48.1691776,16.346584
AT_ATU14188902_09b257b2db,RAG AUSTRIA AG,RAG AUSTRIA AG,AT,WIEN,PRC,0.0,1,48.2007538,16.3741849
AT_ATU14194708_e25afbfc71,OMV EXPLORATION PRODUCTION GMBH,OMV EXPLORATION & PRODUCTION GMBH,AT,Wien,PRC,536912.5,2,48.2136251,16.4140143
AT_ATU14198606_2824e90928,BAXALTA INNOVATIONS GMBH,BAXALTA INNOVATIONS GMBH,AT,Wien,PRC,0.0,1,48.22629695,16.440822995521987
AT_ATU14202101_38883775b4,ROCHE AUSTRIA GMBH,Roche Austria GmbH,AT,Vienna,PRC,0.0,1,48.260212249999995,16.408734649738438
AT_ATU14226309_5a2b60e7ea,POERNER INGENIEURGESELLSCHAFT MBH,POERNER INGENIEURGESELLSCHAFT MBH,AT,WIEN,PRC,0.0,1,48.195697,16.3562988
AT_ATU14234201_5a5553a6d8,SEMPERIT TECHNISCHE PRODUKTE GESELLSCHAFT MBH,SEMPERIT TECHNISCHE PRODUKTE GESELLSCHAFT MBH,AT,Wien,PRC,50000.0,1,48.1846531,16.4117807
AT_ATU14238608_b8d1d389af,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,AT,Wien,PRC,27354110.08,30,48.1897148,16.4028657
AT_ATU14239901_87464c0a50,AGRANA RESEARCH INNOVATION CENTER GMBH,AGRANA RESEARCH  & INNOVATION CENTER GMBH,AT,WIEN,PRC,393857.55,3,48.2144935,16.3760585
AT_ATU14268503_a9d16ca68a,POLYMUN SCIENTIFIC IMMUNBIOLOGISCHE FORSCHUNG GMBH,POLYMUN SCIENTIFIC IMMUNBIOLOGISCHE FORSCHUNG GMBH,AT,KLOSTERNEUBURG,PRC,3519158.0,2,48.291134,16.344353
AT_ATU14589505_38d86c7fbb,WIENERBERGER AG,WIENERBERGER AG,AT,WIEN,PRC,724458.57,2,48.170573,16.3411299
AT_ATU14605408_adc31f341b,WIENERBERGER OSTERREICH GMBH,WIENERBERGER OSTERREICH GMBH,AT,Hennersdorf,,0.0,1,48.1107057,16.3669142
AT_ATU14649905_a3bb6e0868,HOERBIGER WIEN GMBH,HOERBIGER WIEN GMBH,AT,WIEN,PRC,367500.0,1,48.2218117,16.51054227383562
AT_ATU14654104_1f949d00e0,PLASSER THEURER EXPORT VON BAHNBAUMASCHINEN GESELLSCHAFT MBH,PLASSER & THEURER EXPORT VON BAHNBAUMASCHINEN GESELLSCHAFT MBH,AT,Wien,PRC,606915.25,3,48.2052139,16.3717578
AT_ATU14659608_c4c3386b7a,AXIOM ANGEWANDTE PROZESSTECHNIK GES M B H,AXIOM ANGEWANDTE PROZESSTECHNIK GES.M.B.H.,AT,Ebreichsdorf,PRC,1104312.5,2,47.962254,16.4029664
AT_ATU14681600_612236defc,SKF SEALING SOLUTIONS AUSTRIA GMBH,SKF Sealing Solutions Austria GmbH,AT,Judenburg,PRC,0.0,1,47.180826350000004,14.668268362669185
AT_ATU14699806_93598fac95,SWARCO FUTURIT VERKEHRSSIGNALSYSTEME GMBH,SWARCO FUTURIT VERKEHRSSIGNALSYSTEME GMBH,AT,Neutal,PRC,0.0,2,47.5407284,16.45089361486
AT_ATU14703506_be5f91e302,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,AT,WIEN,REC,107068620.69,196,48.2690574,16.427193727293183
AT_ATU14703800_da2341cf52,VERBUND HYDRO POWER GMBH,VERBUND HYDRO POWER GMBH,AT,Wien,PRC,152090.0,1,48.0865266,16.3177598
AT_ATU14703908_e0c496f508,VERBUND AG,VERBUND AG,AT,Wien,PRC,552825.0,2,48.2113066,16.3673437
AT_ATU14707502_2597ef1287,KIEPE ELECTRIC GES M B H,KIEPE ELECTRIC GES.M.B.H.,AT,Wien,PRC,0.0,1,48.2720007,16.4024344
AT_ATU14715405_9bd1a7ab44,SIEMENS AKTIENGESELLSCHAFT OESTERREICH,SIEMENS AKTIENGESELLSCHAFT OESTERREICH,AT,Wien,PRC,5236923.7,20,48.2690439,16.42258394944462
AT_ATU14715600_8b580bd3df,FREQUENTIS AG,FREQUENTIS AG,AT,WIEN,PRC,14505104.91,38,48.1645636,16.3342355
AT_ATU14719303_b79ff1b61c,ROBERT BOSCH AG,ROBERT BOSCH AG,AT,WIEN,PRC,256703.13,1,48.200839429153,16.401005521932507
AT_ATU14721906_08d65a33a1,GORENJE AUSTRIA HANDELSGES M B H,GORENJE AUSTRIA HANDELSGES M.B.H.,AT,Wien,PRC,0.0,1,,
AT_ATU14745409_49a3c8a319,SCHIEBEL ELEKTRONISCHE GERATE GMBH,SCHIEBEL ELEKTRONISCHE GERATE GMBH,AT,WIEN,PRC,50000.0,1,48.1888823,16.3541863
AT_ATU14756806_587e08d6f2,ANDRITZ HYDRO GMBH,ANDRITZ HYDRO GMBH,AT,WIEN,PRC,382353.13,2,48.16952475,16.336005324544654
AT_ATU14770700_d438a7eeb5,HOTTINGER BALDWIN MESSTECHNIK GMBH,HOTTINGER BALDWIN MESSTECHNIK GMBH,AT,WIEN,PRC,38675.0,1,47.79775085,15.927610602819927
AT_ATU14837300_d7358c5b97,MONDI AG,MONDI AG,AT,WIEN,PRC,0.0,2,48.2050409,16.3956313
AT_ATU15125308_a0aae32e0a,PDTS GMBH,PDTS GMBH,AT,Wien,PRC,0.0,5,48.203627,16.3340179
AT_ATU15169001_942646beae,T SYSTEMS AUSTRIA GESMBH,T-SYSTEMS AUSTRIA GESMBH,AT,Wien,PRC,0.0,1,,
AT_ATU15178509_c34038a18c,SMS DATA SYSTEMS GMBH,SMS DATA SYSTEMS GMBH,AT,WIEN,PRC,50000.0,1,48.1997422,16.3587248
AT_ATU15185305_d8ac6818c5,WIGEO GIS SOFTWAREERSTELLUNGS UND HANDELSGESELLSCHAFT MBH,WIGEO-GIS SOFTWAREERSTELLUNGS-UND HANDELSGESELLSCHAFT MBH,AT,Wien,PRC,633500.0,2,48.2077272,16.388292141823307
AT_ATU15378400_f967174f37,SCHENKER CO AG,SCHENKER & CO AG,AT,Wien,PRC,137219.15,1,48.21193205,16.4155987539408
AT_ATU15575606_95d8369067,PKE HOLDING AG,PKE HOLDING AG,AT,WIEN,PRC,322392.5,1,48.1591001,16.340151301641654
AT_ATU15988304_77cdd1a744,BEYOND GRAVITY AUSTRIA GMBH,BEYOND GRAVITY AUSTRIA GMBH,AT,Wien,PRC,504860.5,2,48.1619937,16.3108285
AT_ATU16097701_244f2c4da3,INTEGRAL MARKT UND MEINUNGSFORSCHUNGSGES M B H,INTEGRAL Markt- und Meinungsforschungsges.m.b.H.,AT,Wien,PRC,298135.0,1,48.1895484,16.3890557
AT_ATU16116904_404094af3f,OAR GMBH,OAR GMBH,AT,WIEN,PRC,136250.0,1,48.19965865,16.345742827468342
AT_ATU16132904_15476d780c,GPK EVENT UND KOMMUNIKATIONSMANAGEMENT GMBH,GPK EVENT- UND KOMMUNIKATIONSMANAGEMENT GMBH,AT,Wien,PRC,349952.5,1,48.2229003,16.484112086216676
AT_ATU16169900_2602126f2f,FCC AUSTRIA ABFALL SERVICE AG,FCC AUSTRIA ABFALL SERVICE AG,AT,Himberg,PRC,299629.75,1,48.0813523,16.4460121
AT_ATU16210507_1eca827fb7,OBB INFRASTRUKTUR AG,OBB-Infrastruktur  AG,AT,Wien,PRC,1173383.74,12,48.2194898,16.3910087
AT_ATU16263102_f9503089e0,OSTERREICHISCHER RUNDFUNK,OSTERREICHISCHER RUNDFUNK,AT,WIEN,OTH,103726.88,1,48.17751845,16.290511923644168
AT_ATU16271601_cbf10feb0d,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,AT,Wien,HES,5405405.55,14,48.24845115,16.359597235192105
AT_ATU16274305_f3d8ffd1c4,BURGHAUPTMANNSCHAFT OSTERREICH,BURGHAUPTMANNSCHAFT OSTERREICH,AT,Wien,PUB,322187.5,1,48.2065924,16.3659334
AT_ATU16285008_23eda105cb,UNIVERSITAET FUER BODENKULTUR WIEN,UNIVERSITAET FUER BODENKULTUR WIEN,AT,Wien,HES,45287646.23,116,48.23659255,16.337481854887923
AT_ATU16316706_d2179a0110,NIEDEROSTERREICHISCHE SAATBAUGENOSSENSCHAFT REGISTRIERTE GENOSSENSCHAFT MIT BESCHRANKTER HAFTUNG,NIEDEROSTERREICHISCHE SAATBAUGENOSSENSCHAFT REGISTRIERTE GENOSSENSCHAFT MIT BESCHRANKTER HAFTUNG,AT,Windigsteig,PRC,58750.0,1,48.7789043,15.2877331
AT_ATU16358000_0bc37c8b55,AUSTRIAN STANDARDS INTERNATIONAL STANDARDISIERUNG UND INNOVATION,AUSTRIAN STANDARDS INTERNATIONAL -STANDARDISIERUNG UND INNOVATION,AT,Wien,OTH,2206613.75,13,48.2184016,16.38905453621296
AT_ATU16361005_89a5afe6f5,GLOBAL 2000 UMWELTSCHUTZORGANISATION,GLOBAL 2000 UMWELTSCHUTZORGANISATION,AT,Wien,OTH,513409.25,3,48.2054126,16.3508632
AT_ATU16361309_fa25e38a8f,GLOBAL 2000 UMWELTFORSCHUNGSINSTITUT UFI,GLOBAL 2000 UMWELTFORSCHUNGSINSTITUT(UFI),AT,Wien,REC,323375.0,1,48.2054126,16.3508632
AT_ATU16370601_e05ce5553f,OSTERREICHISCHE STUDIENGESELLSCHAFTFUR KYBERNETIK VEREIN,OSTERREICHISCHE STUDIENGESELLSCHAFTFUR KYBERNETIK VEREIN,AT,Wien,REC,726500.0,5,48.2120071,16.3646093
AT_ATU16370905_4d936beeb2,OSTERREICHISCHES ROTES KREUZ,OSTERREICHISCHES ROTES KREUZ,AT,Wien,OTH,1625740.54,8,48.1954614,16.366782457142854
AT_ATU16371307_33da8a04d5,LEBENSMITTELVERSUCHSANSTALT,LEBENSMITTELVERSUCHSANSTALT,AT,Wien,REC,0.0,5,48.1990666,16.3779018
AT_ATU16377105_f521a55c26,ST ANNA KINDERKREBSFORSCHUNG VEREIN,ST ANNA KINDERKREBSFORSCHUNG VEREIN,AT,Wien,REC,207806.52,12,48.216845,16.3437438
AT_ATU17262405_67356651b9,LISEC AUSTRIA GMBH,LISEC AUSTRIA GMBH,AT,Seitenstetten Markt,PRC,53812.5,1,48.0494489,14.6565497
AT_ATU17323108_c8fb1beaf5,SEISENBACHER GMBH,SEISENBACHER GMBH,AT,Ybbsitz,PRC,204780.63,1,47.94448955,14.82808707244725
AT_ATU19269100_1975329c66,KNORR BREMSE GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,KNORR-BREMSE GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,AT,Modling,PRC,0.0,3,48.0803337,16.2965255
AT_ATU19506602_7ddff7af7e,GIG KARASEK GMBH,GIG KARASEK GMBH,AT,Gloggnitz,PRC,485625.0,1,47.6757858,15.9374085
AT_ATU21646501_1b152b4bc3,KTM IMMOBILIEN GMBH,KTM IMMOBILIEN GMBH,AT,MATTIGHOFEN,PRC,0.0,1,,
AT_ATU21882906_663a780a97,SCHUNK CARBON TECHNOLOGY GMBH,SCHUNK CARBON TECHNOLOGY GMBH,AT,BAD GOISERN,PRC,103143.25,1,47.616513999999995,13.630100722125476
AT_ATU22063308_61728dfb9d,MIBA AUTOMATION SYSTEMS GESMBH,MIBA AUTOMATION SYSTEMS GESMBH,AT,LAAKIRCHEN,PRC,0.0,1,47.9815837,13.8229559
AT_ATU22536003_ca960de3f0,EREMA ENGINEERING RECYCLING MASCHINEN UND ANLAGEN GESELLSCHAFT MBH,EREMA ENGINEERING RECYCLING MASCHINEN UND ANLAGEN GESELLSCHAFT MBH,AT,Ansfelden,PRC,93750.0,1,48.22570425,14.305953769879968
AT_ATU22577003_ebdfe4cf2a,ENNSHAFEN OO GMBH,ENNSHAFEN OO GMBH,AT,ENNS,PRC,76250.0,1,48.234073550000005,14.513635313541673
AT_ATU22960008_f589bf3742,WIRTSCHAFTSKAMMER OBEROESTERREICH,WIRTSCHAFTSKAMMER OBEROESTERREICH,AT,Linz,PUB,0.0,4,48.30120515,14.294078356280334
AT_ATU22996202_4ab0f6b60e,NEMAK LINZ GMBH,NEMAK LINZ GMBH,AT,Linz,PRC,272328.33999999997,2,48.2557859,14.317936483853739
AT_ATU23057607_6ce6dec14a,LAT NITROGEN LINZ GMBH,LAT NITROGEN LINZ GMBH,AT,LINZ,PRC,134000.0,2,48.2880429,14.32494544213603
AT_ATU23167800_7f68383a7d,IFG ASOTA GMBH,IFG ASOTA GMBH,AT,Linz,PRC,0.0,1,48.294364099999996,14.323056577654912
AT_ATU23244709_b7f22ae63f,ABF INDUSTRIELLE AUTOMATION GMBH,ABF-INDUSTRIELLE AUTOMATION GMBH,AT,LINZ,PRC,361971.75,1,48.25059415,14.382319399999997
AT_ATU23404705_d1fc350731,STADTGEMEINDE FREISTADT,STADTGEMEINDE FREISTADT,AT,Freistadt,PUB,53750.0,1,48.5113961,14.5046752
AT_ATU23415506_f6404014e4,MIBA AKTIENGESELLSCHAFT,MIBA AKTIENGESELLSCHAFT,AT,Laakirchen,PRC,1513551.4,2,47.9815837,13.8229559
AT_ATU23457300_19769e563f,SKF OSTERREICH AG,SKF OSTERREICH AG,AT,Steyr,PRC,0.0,1,48.0465818,14.45183016490859
AT_ATU23468003_e4400c8c75,LENZING AKTIENGESELLSCHAFT,LENZING AKTIENGESELLSCHAFT,AT,Lenzing,PRC,591012.5,2,47.978789750000004,13.616158226613923
AT_ATU23481505_c7f69208ec,KTM AG,KTM AG,AT,MATTIGHOFEN,PRC,1281875.0,1,48.1030792,13.1503106
AT_ATU23486207_5d6c9a3af2,HUECK FOLIEN GESELLSCHAFT M B H,HUECK FOLIEN GESELLSCHAFT M.B.H.,AT,Baumgartenberg,PRC,166250.0,1,48.20744065,14.753069470213138
AT_ATU23717707_5ed1dbba7c,FACC OPERATIONS GMBH,FACC OPERATIONS GMBH,AT,Ried im Innkreis,PRC,1616383.8899999997,5,48.1996843,13.476247027302392
AT_ATU23808501_b8dc58c464,OKOFEN FORSCHUNGS UND ENTWICKLUNGSG,OKOFEN FORSCHUNGS-UND ENTWICKLUNGSG,AT,Niederkappel,PRC,202290.0,1,48.4836249,13.871551523296581
AT_ATU24383600_0f412c49bb,DELACON BIOTECHNIK GESELLSCHAFT MBH,DELACON BIOTECHNIK GESELLSCHAFT MBH,AT,ENGERWITZDORF,PRC,50000.0,1,48.329126450000004,14.426611247235563
AT_ATU24826703_53b69708b7,KBPRINTCOM AT DRUCK KOMMUNIKATION GMBH,KBPRINTCOM.AT DRUCK + KOMMUNIKATION GMBH,AT,VOCKLABRUCK,PRC,0.0,1,,
AT_ATU25018405_277e30e8f3,TIGER COATINGS,TIGER Coatings,AT,Wels,PRC,1362551.25,3,48.1642114,14.056835490672864
AT_ATU25138106_77d399af3e,INTERSPORT AUSTRIA GESELLSCHAFT MBH,INTERSPORT Austria Gesellschaft mbH,AT,Wels,,0.0,1,48.1758284,14.045476982646928
AT_ATU25274100_497b53f5f9,KELAG KARNTNER ELEKTRIZITATS AKTIENGESELLSCHAFT,KELAG KARNTNER ELEKTRIZITATS AKTIENGESELLSCHAFT,AT,Klagenfurt am Wörthersee,PRC,408418.37,1,46.621067749999995,14.309867044683081
AT_ATU25802806_64d2fca1b4,LANDESKRANKENANSTALTEN BETRIEBSGESELLSCHAFT,LANDESKRANKENANSTALTEN-BETRIEBSGESELLSCHAFT,AT,Klagenfurt am Wörthersee,PUB,199375.0,1,46.632228749999996,14.307433781130415
AT_ATU26618407_9a9f52a182,LAM RESEARCH AG,LAM RESEARCH AG,AT,Villach,PRC,528653.45,3,46.61765715,14.051085136596676
AT_ATU27020407_e11108c2c8,PAPIERHOLZ AUSTRIA GMBH,PAPIERHOLZ AUSTRIA GMBH,AT,ST GERTRAUD,PRC,43500.0,1,46.868778,14.878137191183574
AT_ATU27604704_641212dfc9,A S A ABFALLSERVICE HALBENRAIN GMBH CO NFG KG,.A.S.A. Abfallservice Halbenrain GmbH & Co Nfg KG,AT,Himberg,PRC,0.0,1,48.0813523,16.4460121
AT_ATU28560205_372266015d,AMS OSRAM AG,AMS-OSRAM AG,AT,UNTERPREMSTATTEN,PRC,8394255.49,13,46.9661342,15.4026678
AT_ATU28606906_615a37c306,LANDESKAMMER FUER LAND UND FORTWIRTSCHAFT IN STEIERMARK,LANDESKAMMER FUER LAND UND FORTWIRTSCHAFT IN STEIERMARK,AT,Graz,PUB,683719.75,3,47.0691134,15.4429471
AT_ATU28608003_571f01f34c,OSTERREICHISCHES ROTES KREUZ LANDESVERBAND STEIERMARK,OSTERREICHISCHES ROTES KREUZ LANDESVERBAND STEIERMARK,AT,GRAZ,OTH,0.0,1,47.0737344,15.4537165
AT_ATU28609707_4f3c6c3b6c,ANDRITZ AG,ANDRITZ AG,AT,Graz,PRC,156472.5,2,47.1085138,15.423180578737401
AT_ATU28658002_115baa3c31,SAUBERMACHER DIENSTLEISTUNGS AG,SAUBERMACHER DIENSTLEISTUNGS AG,AT,Feldkirchen,PRC,950993.75,4,47.0045658,15.4425704
AT_ATU28664503_7dcfb7ce9d,VEREIN ZUR FORDERUNG DER ELEKTRONENMIKROSKOPIE UND FEINSTRUKTURFORSCHUNG,VEREIN ZUR FORDERUNG DER ELEKTRONENMIKROSKOPIE UND FEINSTRUKTURFORSCHUNG,AT,Graz,REC,0.0,2,47.06391605,15.453249017511709
AT_ATU28743303_3ce2e94f97,KANZLER VERFAHRENSTECHNIK GMBH,KANZLER VERFAHRENSTECHNIK GMBH,AT,Graz,PRC,1165625.01,1,47.0784988,15.4892651
